log_name,drift_id,change_type,drift_type,complexity,change_point,log_size,noise_level
with_noise_5__log_48_1692952401.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental']",,"[1100, 2192, 3088, 4584]",6036.0,with_noise_5
with_noise_5__log_49_1692952403.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1207, 2115, 3260, 3826, 4852, 5704, 6865, 8311, 8890, 10017, 10880]",12303.0,with_noise_5
with_noise_5__log_4_1692952168.xes.gz,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1013, 1583]",2781.0,with_noise_5
with_noise_5__log_50_1692952409.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['sudden', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'sudden']","['recurring', 'recurring', 'recurring', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1116, 2317, 3370, 4443, 5099, 6419, 7919]",9027.0,with_noise_5
with_noise_5__log_51_1692952412.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1211, 2415, 3134, 4190, 5042]",6290.0,with_noise_5
with_noise_5__log_52_1692952415.xes.gz,"['drift_1', 'drift_2', 'drift_3']","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",,"[1490, 2522, 3523]",4711.0,with_noise_5
with_noise_5__log_53_1692952417.xes.gz,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1168, 2007]",3493.0,with_noise_5
with_noise_5__log_54_1692952418.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1215, 1983, 3203, 4514, 5254, 6354, 7395]",8575.0,with_noise_5
with_noise_5__log_55_1692952420.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1163, 1887, 3254, 4677, 5533]",6816.0,with_noise_5
with_noise_5__log_56_1692952426.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'sudden', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'gradual', 'gradual']",,"[1162, 2602, 3692, 5083, 5750, 6960, 8196, 9356, 10281]",11366.0,with_noise_5
with_noise_5__log_57_1692952430.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1054, 1838, 3064, 3682, 4744]",6085.0,with_noise_5
with_noise_5__log_58_1692952437.xes.gz,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1394, 2035]",3502.0,with_noise_5
with_noise_5__log_59_1692952438.xes.gz,"['drift_1', 'drift_2']","['sudden', 'sudden']","['sudden', 'sudden']",,"[1470, 2681]",3999.0,with_noise_5
with_noise_5__log_5_1692952170.xes.gz,"['drift_1', 'drift_1', 'drift_1']","['sudden', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental']",,"[1303, 2347, 3538]",4695.0,with_noise_5
with_noise_5__log_60_1692952441.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'sudden', 'sudden']","['gradual', 'gradual', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1176, 1816, 2868, 3524, 5017, 6406, 7452, 8819, 10127]",11342.0,with_noise_5
with_noise_5__log_61_1692952452.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['recurring', 'recurring', 'recurring', 'recurring', 'incremental', 'incremental', 'incremental', 'incremental', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1461, 2278, 3644, 4850, 6300, 7761, 9161, 9996, 11400, 11926, 13119, 13979, 15446]",16571.0,with_noise_5
with_noise_5__log_62_1692952457.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'gradual', 'gradual']",,"[1344, 2257, 3301, 4214, 5614, 6547, 7639, 8311]",9616.0,with_noise_5
with_noise_5__log_63_1692952460.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental']",,"[1145, 1912, 2997, 4472]",5747.0,with_noise_5
with_noise_5__log_64_1692952462.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring']",,"[1238, 2404, 3563, 4310]",5621.0,with_noise_5
with_noise_5__log_65_1692952464.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1326, 2439, 3162, 4414, 5355]",6437.0,with_noise_5
with_noise_5__log_66_1692952466.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1333, 1858, 3125, 4597, 5145, 6189, 7122, 8601, 9725, 10332, 11494, 12957, 13775, 14782, 15396]",16467.0,with_noise_5
with_noise_5__log_67_1692952494.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['sudden', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1312, 2743, 3889, 5271, 5852, 7181, 7712, 9147]",10536.0,with_noise_5
with_noise_5__log_68_1692952500.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2']","['sudden', 'sudden', 'gradual_start', 'gradual_end', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'sudden']",,"[1265, 2633, 3914, 4520, 5935]",7110.0,with_noise_5
with_noise_5__log_69_1692952502.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1487, 2098, 3497, 4638, 5779, 6664, 7725, 9125, 9901]",11125.0,with_noise_5
with_noise_5__log_6_1692952173.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1350, 1920, 3342, 4346, 5008, 6173, 7280, 8196, 9350]",10604.0,with_noise_5
with_noise_5__log_70_1692952508.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1422, 2050, 3140, 3964, 5285, 5909]",7257.0,with_noise_5
with_noise_5__log_71_1692952512.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2']","['sudden', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'gradual', 'gradual']",,"[1414, 2489, 3724, 4718, 5950, 6652]",7673.0,with_noise_5
with_noise_5__log_72_1692952515.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden']","['recurring', 'recurring', 'recurring', 'recurring', 'gradual', 'gradual', 'recurring', 'recurring', 'recurring']",,"[1301, 2400, 3024, 4162, 5434, 6322, 7584, 8880, 10111]",11337.0,with_noise_5
with_noise_5__log_73_1692952519.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1205, 1799, 2891, 3554, 4661, 5644]",6878.0,with_noise_5
with_noise_5__log_74_1692952521.xes.gz,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1297, 2133]",3202.0,with_noise_5
with_noise_5__log_75_1692952522.xes.gz,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1388, 2031]",3495.0,with_noise_5
with_noise_5__log_76_1692952523.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1179, 1765, 3121, 4586, 5250, 6506, 7495]",8782.0,with_noise_5
with_noise_5__log_77_1692952527.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'gradual', 'gradual', 'incremental', 'incremental', 'incremental']",,"[1150, 2081, 3258, 3936, 4990, 6332, 7232, 8267, 9297, 10336]",11493.0,with_noise_5
with_noise_5__log_78_1692952551.xes.gz,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1057, 1576]",2926.0,with_noise_5
with_noise_5__log_79_1692952552.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'sudden', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental']",,"[1364, 2681, 3924, 4512]",5651.0,with_noise_5
with_noise_5__log_7_1692952178.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1311, 2256, 3605, 4597, 5681, 6939, 8352, 9584, 10457, 11681, 12486, 13960, 14957, 16422, 17190]",18268.0,with_noise_5
with_noise_5__log_80_1692952554.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1043, 2139, 2799, 3922, 4435]",5487.0,with_noise_5
with_noise_5__log_81_1692952556.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'sudden', 'gradual', 'gradual']",,"[1270, 2223, 3514, 4835, 5383]",6879.0,with_noise_5
with_noise_5__log_82_1692952560.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1360, 1891, 3328, 4126, 5282, 6014]",7045.0,with_noise_5
with_noise_5__log_83_1692952563.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'sudden', 'sudden', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'sudden', 'gradual', 'gradual']",,"[1140, 2294, 3652, 5073, 6291, 6948]",8345.0,with_noise_5
with_noise_5__log_84_1692952573.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental']",,"[1146, 2011, 3360, 4613]",5956.0,with_noise_5
with_noise_5__log_85_1692952576.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'sudden', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1459, 1990, 3383, 4503, 5074, 6148, 6878, 8310]",9789.0,with_noise_5
with_noise_5__log_86_1692952579.xes.gz,"['drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['sudden', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'sudden']",,"[1451, 2814, 3789, 5069, 6015, 7177, 8153, 9456]",10695.0,with_noise_5
with_noise_5__log_87_1692952585.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'gradual', 'gradual']",,"[1372, 2863, 3391, 4735, 5393, 6760, 7388]",8852.0,with_noise_5
with_noise_5__log_88_1692952587.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['gradual', 'gradual', 'gradual', 'gradual']",,"[1366, 2110, 3182, 3771]",5245.0,with_noise_5
with_noise_5__log_89_1692952588.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1231, 2194, 3370, 4789, 6034, 6961, 8392, 8969, 10160, 11100, 12512, 13171, 14519, 15691]",16826.0,with_noise_5
with_noise_5__log_8_1692952184.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'gradual_start', 'gradual_end', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental']",,"[1318, 2605, 3295, 4538]",5729.0,with_noise_5
with_noise_5__log_90_1692952603.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['gradual', 'gradual', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'sudden']",,"[1042, 1748, 2855, 4089, 4623, 5847, 6623, 7991]",9169.0,with_noise_5
with_noise_5__log_91_1692952607.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1460, 2204, 3325, 3998, 5233]",6262.0,with_noise_5
with_noise_5__log_92_1692952610.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1496, 2990, 3497, 4700, 5462, 6515, 7455, 8576, 9153]",10548.0,with_noise_5
with_noise_5__log_93_1692952613.xes.gz,"['drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', 'recurring', 'recurring', 'recurring']",,"[1019, 1564, 2739, 4083, 5315, 6443]",7645.0,with_noise_5
with_noise_5__log_94_1692952615.xes.gz,"['drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end']","['sudden', 'gradual', 'gradual']",,"[1486, 2734, 3393]",4744.0,with_noise_5
with_noise_5__log_95_1692952617.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'sudden', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1156, 1959, 2970, 4425, 5628, 6797, 7689, 9067, 9689, 11170, 11993]",13236.0,with_noise_5
with_noise_5__log_96_1692952629.xes.gz,"['drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1087, 2286, 3016, 4084, 4958, 5962, 6779]",7867.0,with_noise_5
with_noise_5__log_97_1692952631.xes.gz,"['drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['sudden', 'recurring', 'recurring', 'recurring', 'recurring', 'gradual', 'gradual']",,"[1365, 2387, 3660, 4381, 5395, 6560, 7200]",8199.0,with_noise_5
with_noise_5__log_98_1692952636.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'gradual', 'gradual', 'gradual', 'gradual']",,"[1161, 2070, 3547, 4627, 5403, 6514, 7405, 8737, 9638]",11091.0,with_noise_5
with_noise_5__log_99_1692952644.xes.gz,"['drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['sudden', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1091, 2218, 3016, 4029, 4956, 6397, 7026]",8290.0,with_noise_5
with_noise_5__log_9_1692952188.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['sudden', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1136, 2234, 3136, 4299, 4974]",6292.0,with_noise_5
with_noise_10__log_100_1692952649.xes.gz,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1399, 2176]",3391.0,with_noise_10
with_noise_10__log_10_1692952190.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'gradual', 'gradual']",,"[1029, 1562, 2818, 4306, 5516, 6341]",7405.0,with_noise_10
with_noise_10__log_11_1692952195.xes.gz,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1228, 1853]",3059.0,with_noise_10
with_noise_10__log_12_1692952196.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1187, 2142, 3311, 3901, 5376, 6349]",7548.0,with_noise_10
with_noise_10__log_13_1692952198.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'sudden', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'sudden', 'recurring', 'recurring', 'recurring']",,"[1285, 2064, 3509, 4569, 6017, 7324, 8391, 9657]",10777.0,with_noise_10
with_noise_10__log_14_1692952206.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1181, 2047, 3186, 3975, 5113, 6441, 7617, 8917]",10369.0,with_noise_10
with_noise_10__log_15_1692952210.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['recurring', 'recurring', 'recurring', 'recurring', 'recurring', 'sudden', 'gradual', 'gradual']",,"[1116, 1697, 3004, 4092, 4699, 5989, 7446, 8227]",9714.0,with_noise_10
with_noise_10__log_16_1692952213.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3']","['sudden', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'recurring', 'recurring', 'recurring']",,"[1356, 2761, 3835, 4592, 5716, 6979, 8389, 9274, 10631, 11912, 13144]",14309.0,with_noise_10
with_noise_10__log_17_1692952221.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2']","['sudden', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end']","['incremental', 'incremental', 'incremental', 'incremental', 'gradual', 'gradual']",,"[1444, 2772, 3489, 4826, 6062, 6751]",8012.0,with_noise_10
with_noise_10__log_18_1692952223.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_2']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'sudden', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'recurring', 'recurring', 'recurring', 'recurring']",,"[1389, 2280, 3635, 4421, 5728, 7035, 7597, 8723, 9996]",11493.0,with_noise_10
with_noise_10__log_19_1692952228.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2']","['gradual_start', 'gradual_end', 'sudden', 'gradual_start', 'gradual_end', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'sudden']",,"[1474, 2389, 3492, 4788, 5647, 7050]",8136.0,with_noise_10
with_noise_10__log_1_1692952162.xes.gz,"['drift_1', 'drift_1']","['gradual_start', 'gradual_end']","['gradual', 'gradual']",,"[1086, 1956]",3182.0,with_noise_10
with_noise_10__log_20_1692952238.xes.gz,"['drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_1', 'drift_2', 'drift_2', 'drift_2', 'drift_3', 'drift_3', 'drift_3', 'drift_3']","['gradual_start', 'gradual_end', 'gradual_start', 'gradual_end', 'sudden', 'sudden', 'sudden', 'sudden', 'sudden', 'gradual_start', 'gradual_end', 'sudden']","['incremental', 'incremental', 'incremental', 'incremental', 'incremental', 'recurring', 'recurring', 'recurring', 'incremental', 'incremental', 'incremental', 'incremental']",,"[1357, 2105, 3482, 4422, 5484, 6787, 8017, 9381, 10872, 11904, 12802, 13833]",15047.0,with_noise_10
